name;tarantula;ochiai;dstar;faulty
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType.equals(Object) : boolean;0.0;0.0;0.0;False
org.joda.time.chrono.ZonedChronology.ZonedDateTimeField.ZonedDateTimeField(DateTimeField,DateTimeZone,DurationField,DurationField,DurationField);0.0;0.0;0.0;False
org.joda.time.DateMidnight.withCenturyOfEra(int) : DateMidnight;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatter.withOffsetParsed() : DateTimeFormatter;0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestJulianChronology.weekyear() : DateTimeField;0.0;0.0;0.0;False
org.joda.time.chrono.AssembledChronology.days() : DurationField;0.8536222647121309;0.03806934938134405;0.001451378809869376;False
org.joda.time.chrono.BaseChronology.get(ReadablePartial,long) : int[];0.0;0.0;0.0;False
org.joda.time.DateTime.year() : Property;0.0;0.0;0.0;False
org.joda.time.MutablePeriod.MutablePeriod(PeriodType);0.0;0.0;0.0;False
org.joda.time.LocalDate.dayOfMonth() : Property;0.0;0.0;0.0;False
org.joda.time.field.BaseDateTimeField.getMaximumValue(ReadablePartial) : int;0.8817204301075268;0.04303314829119352;0.0018552875695732839;False
org.joda.time.Hours.plus(int) : Hours;0.0;0.0;0.0;False
org.joda.time.format.PeriodFormatterBuilder.PluralAffix.scan(String,int) : int;0.0;0.0;0.0;False
org.joda.time.LocalTime.property(DateTimeFieldType) : Property;0.0;0.0;0.0;False
org.joda.time.YearMonth.withField(DateTimeFieldType,int) : YearMonth;0.0;0.0;0.0;False
org.joda.time.chrono.BasicChronology.getYearMonthMillis(int,int) : long;0.0;0.0;0.0;False
org.joda.time.LocalDate.Property.Property(LocalDate,DateTimeField);0.0;0.0;0.0;False
org.joda.time.base.AbstractPartial.indexOfSupported(DateTimeFieldType) : int;0.0;0.0;0.0;False
org.joda.time.tz.ZoneInfoProvider.ZoneInfoProvider(String,ClassLoader);0.0;0.0;0.0;False
org.joda.time.LocalDate.toDate() : Date;0.0;0.0;0.0;False
org.joda.time.Duration.standardSeconds(long) : Duration;0.0;0.0;0.0;False
org.joda.time.field.BaseDateTimeField.getAsShortText(int,Locale) : String;0.0;0.0;0.0;False
org.joda.time.field.OffsetDateTimeField.addWrapField(long,int) : long;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatter.withZoneUTC() : DateTimeFormatter;0.0;0.0;0.0;False
org.joda.time.convert.StringConverter.setInto(ReadWritablePeriod,Object,Chronology) : void;0.0;0.0;0.0;False
org.joda.time.MutablePeriod.setWeeks(int) : void;0.0;0.0;0.0;False
org.joda.time.MutableDateTime.MutableDateTime(int,int,int,int,int,int,int,DateTimeZone);0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.StringLiteral.parseInto(DateTimeParserBucket,String,int) : int;0.0;0.0;0.0;False
org.joda.time.YearMonth.now() : YearMonth;0.0;0.0;0.0;False
org.joda.time.DateTimeComparator.getInstance(DateTimeFieldType,DateTimeFieldType) : DateTimeComparator;0.0;0.0;0.0;False
org.joda.time.DateTimeZone.Stub.readResolve() : Object;0.0;0.0;0.0;False
org.joda.time.chrono.GJLocaleSymbols.halfdayTextToValue(String) : int;0.0;0.0;0.0;False
org.joda.time.chrono.EthiopicChronology.<clinit>, line 76();0.0;0.0;0.0;False
org.joda.time.PeriodType.hashCode() : int;0.0;0.0;0.0;False
org.joda.time.DateTimeZone.setProvider0(Provider) : void;0.0;0.0;0.0;False
org.joda.time.chrono.GJLocaleSymbols.getEraMaxTextLength() : int;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.clear() : void;0.0;0.0;0.0;False
org.joda.time.base.BasePartial.setValues(int[]) : void;0.0;0.0;0.0;False
org.joda.time.base.BaseSingleFieldPeriod.between(ReadableInstant,ReadableInstant,DurationFieldType) : int;0.0;0.0;0.0;False
org.joda.time.MonthDay.Property.getReadablePartial() : ReadablePartial;0.0;0.0;0.0;False
org.joda.time.field.UnsupportedDateTimeField.set(long,String) : long;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatter.getPrinter() : DateTimePrinter;0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.CutoverField.roundFloor(long) : long;0.0;0.0;0.0;False
org.joda.time.Duration.standardHours(long) : Duration;0.0;0.0;0.0;False
org.joda.time.base.BaseInterval.BaseInterval(Object,Chronology);0.0;0.0;0.0;False
org.joda.time.DateTime.DateTime(int,int,int,int,int,int,DateTimeZone);0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestJulianChronology.millisPerMonth() : long;0.0;0.0;0.0;False
org.joda.time.TimeOfDay.plusHours(int) : TimeOfDay;0.0;0.0;0.0;False
org.joda.time.MonthDay.now(DateTimeZone) : MonthDay;0.0;0.0;0.0;False
org.joda.time.convert.ConverterManager.removeInstantConverter(InstantConverter) : InstantConverter;0.0;0.0;0.0;False
org.joda.time.Minutes.readResolve() : Object;0.0;0.0;0.0;False
org.joda.time.chrono.JulianChronology.readResolve() : Object;0.0;0.0;0.0;False
org.joda.time.MutablePeriod.MutablePeriod(long,Chronology);0.0;0.0;0.0;False
org.joda.time.chrono.StrictChronology.withUTC() : Chronology;0.0;0.0;0.0;False
org.joda.time.TimeOfDay.getSecondOfMinute() : int;0.0;0.0;0.0;False
org.joda.time.chrono.JulianChronology.getApproxMillisAtEpochDividedByTwo() : long;0.0;0.0;0.0;False
org.joda.time.field.BaseDateTimeField.addWrapField(ReadablePartial,int,int[],int) : int[];0.0;0.0;0.0;False
org.joda.time.format.ISODateTimeFormat.dateOptionalTimeParser() : DateTimeFormatter;0.0;0.0;0.0;False
org.joda.time.LocalDate.parse(String,DateTimeFormatter) : LocalDate;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.PaddedNumber.printTo(StringBuffer,long,Chronology,int,DateTimeZone,Locale) : void;0.0;0.0;0.0;False
org.joda.time.DateMidnight.minusDays(int) : DateMidnight;0.0;0.0;0.0;False
org.joda.time.chrono.BaseChronology.millis() : DurationField;0.0;0.0;0.0;False
org.joda.time.Duration.toDuration() : Duration;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatter.DateTimeFormatter(DateTimePrinter,DateTimeParser,Locale,boolean,Chronology,DateTimeZone,Integer,int);0.0;0.0;0.0;False
org.joda.time.convert.StringConverter.getDurationMillis(Object) : long;0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestGJChronology.weekdayOnOrAfter(long,int) : long;0.0;0.0;0.0;False
org.joda.time.LocalDateTime.Property.withMaximumValue() : LocalDateTime;0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestGJChronology.months() : DurationField;0.0;0.0;0.0;False
org.joda.time.tz.DateTimeZoneBuilder.Recurrence.previous(long,int,int) : long;0.0;0.0;0.0;False
org.joda.time.MonthDay.parse(String) : MonthDay;0.0;0.0;0.0;False
org.joda.time.chrono.BaseChronology.dayOfYear() : DateTimeField;0.0;0.0;0.0;False
org.joda.time.format.DateTimeParserBucket.saveField(DateTimeFieldType,String,Locale) : void;0.0;0.0;0.0;False
org.joda.time.chrono.BasicMonthOfYearDateTimeField.getDifferenceAsLong(long,long) : long;0.0;0.0;0.0;False
org.joda.time.YearMonthDay.toInterval() : Interval;0.0;0.0;0.0;False
org.joda.time.LocalDate.LocalDate(Object,Chronology);0.0;0.0;0.0;False
org.joda.time.base.AbstractPartial.isAfter(ReadablePartial) : boolean;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.TwoDigitYear.getTwoDigitYear(long,Chronology) : int;0.0;0.0;0.0;False
org.joda.time.convert.NullConverter.NullConverter();0.0;0.0;0.0;False
org.joda.time.DateTime.Property.addWrapFieldToCopy(int) : DateTime;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatter.printTo(Writer,ReadablePartial) : void;0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.LinkedDurationField.getDifferenceAsLong(long,long) : long;0.0;0.0;0.0;False
org.joda.time.convert.ConverterManager.checkAlterIntervalConverters() : void;0.0;0.0;0.0;False
org.joda.time.chrono.ZonedChronology.ZonedDateTimeField.getAsShortText(int,Locale) : String;0.0;0.0;0.0;False
org.joda.time.MutableDateTime.secondOfDay() : Property;0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.ImpreciseCutoverField.add(long,int) : long;0.0;0.0;0.0;False
org.joda.time.base.BaseDateTime.BaseDateTime(Object,Chronology);0.0;0.0;0.0;False
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType.StandardDateTimeFieldType(String,byte,DurationFieldType,DurationFieldType);0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.toPrinter() : DateTimePrinter;0.0;0.0;0.0;False
org.joda.time.Duration.plus(long) : Duration;0.0;0.0;0.0;False
org.joda.time.MonthDay.getDayOfMonth() : int;0.0;0.0;0.0;False
org.joda.time.MutableInterval.setDurationAfterStart(ReadableDuration) : void;0.0;0.0;0.0;False
org.joda.time.chrono.LimitChronology.LimitDurationField.getDifference(long,long) : int;0.0;0.0;0.0;False
org.joda.time.Period.Period();0.0;0.0;0.0;False
org.joda.time.LocalDateTime.LocalDateTime(long);0.0;0.0;0.0;False
org.joda.time.convert.MockUnknownTimeZone.MockUnknownTimeZone();0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.canBuildPrinter() : boolean;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.Fraction.printTo(StringBuffer,ReadablePartial,Locale) : void;0.0;0.0;0.0;False
org.joda.time.base.AbstractInstant.toDate() : Date;0.0;0.0;0.0;False
org.joda.time.DateMidnight.Property.setCopy(String) : DateMidnight;0.0;0.0;0.0;False
org.joda.time.base.AbstractDateTime.getYearOfEra() : int;0.0;0.0;0.0;False
org.joda.time.base.BaseDateTime.BaseDateTime(Object,DateTimeZone);0.0;0.0;0.0;False
org.joda.time.DateTimeComparator.getLowerLimit() : DateTimeFieldType;0.0;0.0;0.0;False
org.joda.time.chrono.EthiopicChronology.getInstance(DateTimeZone) : EthiopicChronology;0.0;0.0;0.0;False
org.joda.time.MonthDay.fromCalendarFields(Calendar) : MonthDay;0.0;0.0;0.0;False
org.joda.time.chrono.LenientChronology.withUTC() : Chronology;0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestGJWeekyearField.set(long,int) : long;0.0;0.0;0.0;False
org.joda.time.IllegalInstantException.isIllegalInstant(Throwable) : boolean;0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.CutoverField.getAsShortText(int,Locale) : String;0.0;0.0;0.0;False
org.joda.time.DateTimeZone.getShortName(long) : String;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.Composite.decompose(List<Object>,List<Object>,List<Object>) : void;0.0;0.0;0.0;False
org.joda.time.chrono.GJMonthOfYearDateTimeField.GJMonthOfYearDateTimeField(BasicChronology);0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.withZone(DateTimeZone) : Chronology;0.0;0.0;0.0;False
org.joda.time.chrono.LimitChronology.LimitDateTimeField.set(long,int) : long;0.0;0.0;0.0;False
org.joda.time.DateTimeZone.setNameProvider0(NameProvider) : void;0.0;0.0;0.0;False
org.joda.time.field.DividedDateTimeField.getRemainder(int) : int;0.0;0.0;0.0;False
org.joda.time.LocalDateTime.getYearOfCentury() : int;0.0;0.0;0.0;False
org.joda.time.chrono.ZonedChronology.getInstance(Chronology,DateTimeZone) : ZonedChronology;0.0;0.0;0.0;False
org.joda.time.field.UnsupportedDateTimeField.getMaximumValue() : int;0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.convertByYear(long,Chronology,Chronology) : long;0.0;0.0;0.0;False
org.joda.time.PeriodType.forFields(DurationFieldType[]) : PeriodType;0.0;0.0;0.0;False
org.joda.time.chrono.BasicYearDateTimeField.getLeapDurationField() : DurationField;0.0;0.0;0.0;False
org.joda.time.chrono.BasicMonthOfYearDateTimeField.getMinimumValue() : int;0.9316021330860189;0.05812381937190964;0.003389830508474576;False
org.joda.time.MutablePeriod.mergePeriod(ReadablePeriod) : void;0.0;0.0;0.0;False
org.joda.time.base.AbstractDateTime.getWeekyear() : int;0.0;0.0;0.0;False
org.joda.time.MutableDateTime.setWeekOfWeekyear(int) : void;0.0;0.0;0.0;False
org.joda.time.MutablePeriod.getMonths() : int;0.0;0.0;0.0;False
org.joda.time.format.PeriodFormatterBuilder.append(PeriodPrinter,PeriodParser) : PeriodFormatterBuilder;0.0;0.0;0.0;False
org.joda.time.TestAllPackages.TestAllPackages(String);0.0;0.0;0.0;False
org.joda.time.field.DecoratedDateTimeField.set(long,int) : long;0.0;0.0;0.0;False
org.joda.time.field.ScaledDurationField.getDifference(long,long) : int;0.0;0.0;0.0;False
org.joda.time.LocalDate.getWeekOfWeekyear() : int;0.0;0.0;0.0;False
org.joda.time.chrono.BasicYearDateTimeField.addWrapField(long,int) : long;0.0;0.0;0.0;False
org.joda.time.chrono.TestAll.main(String[]) : void;0.0;0.0;0.0;False
org.joda.time.IllegalFieldValueException.IllegalFieldValueException(DurationFieldType,Number,Number,Number);0.0;0.0;0.0;False
org.joda.time.MutableDateTime.setMillis(long) : void;0.0;0.0;0.0;False
org.joda.time.DateMidnight.Property.setCopy(int) : DateMidnight;0.0;0.0;0.0;False
org.joda.time.TimeOfDay.withHourOfDay(int) : TimeOfDay;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.TimeZoneName.printTo(Writer,ReadablePartial,Locale) : void;0.0;0.0;0.0;False
org.joda.time.format.PeriodFormatterBuilder.appendPrefix(String,String) : PeriodFormatterBuilder;0.0;0.0;0.0;False
org.joda.time.field.BaseDurationField.isSupported() : boolean;0.8988814317673378;0.046984098573493956;0.0022123893805309734;False
org.joda.time.tz.DateTimeZoneBuilder.Recurrence.getNameKey() : String;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormat.longDate() : DateTimeFormatter;0.0;0.0;0.0;False
org.joda.time.MockZone.previousTransition(long) : long;0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.CutoverField.getMinimumValue() : int;0.0;0.0;0.0;False
org.joda.time.DateTimeUtils.OffsetMillisProvider.OffsetMillisProvider(long);0.0;0.0;0.0;False
org.joda.time.chrono.LenientChronology.convertField(DateTimeField) : DateTimeField;0.0;0.0;0.0;False
org.joda.time.field.DelegatedDateTimeField.getMaximumValue(ReadablePartial,int[]) : int;0.0;0.0;0.0;False
org.joda.time.chrono.CopticChronology.withZone(DateTimeZone) : Chronology;0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestJulianYearField.getMaximumValue() : int;0.0;0.0;0.0;False
org.joda.time.chrono.BasicChronology.getYearMillis(int) : long;0.0;0.0;0.0;False
org.joda.time.chrono.GJYearOfEraDateTimeField.addWrapField(long,int) : long;0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestJulianChronology.fixedFromISO(int,int,int) : long;0.0;0.0;0.0;False
org.joda.time.YearMonthDay.Property.Property(YearMonthDay,int);0.0;0.0;0.0;False
org.joda.time.base.AbstractInstant.toMutableDateTime() : MutableDateTime;0.0;0.0;0.0;False
org.joda.time.chrono.StrictChronology.getInstance(Chronology) : StrictChronology;0.0;0.0;0.0;False
org.joda.time.Months.getPeriodType() : PeriodType;0.0;0.0;0.0;False
org.joda.time.format.DateTimeFormatterBuilder.Composite.estimatePrintedLength() : int;0.0;0.0;0.0;False
org.joda.time.format.PeriodFormatterBuilder.appendMonths() : PeriodFormatterBuilder;0.0;0.0;0.0;False
org.joda.time.chrono.GJLocaleSymbols.eraTextToValue(String) : int;0.0;0.0;0.0;False
org.joda.time.chrono.BasicWeekyearDateTimeField.readResolve() : Object;0.0;0.0;0.0;False
org.joda.time.format.DateTimeParserBucket.getZone() : DateTimeZone;0.0;0.0;0.0;False
org.joda.time.chrono.JulianChronology.calculateFirstDayOfYearMillis(int) : long;0.0;0.0;0.0;False
org.joda.time.Interval.gap(ReadableInterval) : Interval;0.0;0.0;0.0;False
org.joda.time.base.AbstractPartial.toDateTime(ReadableInstant) : DateTime;0.0;0.0;0.0;False
org.joda.time.Minutes.Minutes(int);0.0;0.0;0.0;False
org.joda.time.chrono.BaseChronology.hourOfHalfday() : DateTimeField;0.0;0.0;0.0;False
org.joda.time.format.ISODateTimeFormat.dateByWeek(DateTimeFormatterBuilder,Collection<DateTimeFieldType>,boolean,boolean) : boolean;0.0;0.0;0.0;False
org.joda.time.LocalDateTime.hourOfDay() : Property;0.0;0.0;0.0;False
org.joda.time.format.PeriodFormatterBuilder.appendPrefix(PeriodFieldAffix) : PeriodFormatterBuilder;0.0;0.0;0.0;False
org.joda.time.format.DateTimeParserBucket.SavedState.restoreState(DateTimeParserBucket) : boolean;0.0;0.0;0.0;False
org.joda.time.DateTimeZone.getAvailableIDs() : Set<String>;0.0;0.0;0.0;False
org.joda.time.base.AbstractDuration.toString() : String;0.0;0.0;0.0;False
org.joda.time.chrono.GJChronology.CutoverField.getRangeDurationField() : DurationField;0.0;0.0;0.0;False
org.joda.time.chrono.IslamicChronology.getMonthOfYear(long,int) : int;0.0;0.0;0.0;False
org.joda.time.base.BaseLocal.BaseLocal();0.0;0.0;0.0;False
org.joda.time.chrono.gj.TestGJYearField.set(long,int) : long;0.0;0.0;0.0;False
org.joda.time.chrono.GJMonthOfYearDateTimeField.getAsShortText(int,Locale) : String;0.0;0.0;0.0;False
org.joda.time.LocalDate.now(Chronology) : LocalDate;0.0;0.0;0.0;False
org.joda.time.format.FormatUtils.createErrorMessage(String,int) : String;0.0;0.0;0.0;False
org.joda.time.field.PreciseDurationDateTimeField.getMinimumValue() : int;0.0;0.0;0.0;False
org.joda.time.chrono.BasicMonthOfYearDateTimeField.getRangeDurationField() : DurationField;0.0;0.0;0.0;False
org.joda.time.Partial.Partial(DateTimeFieldType,int);0.0;0.0;0.0;False
org.joda.time.chrono.ZonedChronology.ZonedDateTimeField.getAsText(int,Locale) : String;0.0;0.0;0.0;False
org.joda.time.chrono.IslamicChronology.getDaysInYearMax() : int;0.0;0.0;0.0;False
